uuid,schid,noattrit,aflatoun,hmb,class,std_avg_class_size,region1,region2,region3,urban,gender,female,age,tribe,hhsize,hhearn,hhbankaccounts,repeated_grade,baseline_save,baseline_saveamt,takeupschool,takeup,end_save,end_saveamt,end_saveschl,end_saveschlamt,asset_index,work_index,riskpref_index,timepref_index,treatment,saving_attitude_index,saving_env_index,fin_lit_index,tempt_index,expend_index,academic_index
"1011",101,1,1,0,"P5",-.0631599,1,0,0,0,"Male",0,10,"Akyem",6,1,0,"No","Yes",2.3,0,0,"No",0,"No",0,-.460591,-.59294787,-.49239976,.79005322,1,.02414541,.22291883,.44289611,-.65038592,-.13870856,-.01252952
"1012",101,1,1,0,"P5",-.0631599,1,0,0,0,"Male",0,12,"Other",7,2,0,"No","No",0,0,0,"Yes",1.4,"No",0,-.3386441,-.59294787,2.0297176,-1.2650188,1,.02414541,-.22238849,1.2567449,.11483849,-.05862898,-.76538538
"1013",101,1,1,0,"P5",-.0631599,1,0,0,0,"Male",0,13,"Fanti",3,1,0,"No","No",0,0,0,"No",0,"No",0,-1.229701,3.404489,-.49239976,.79005322,1,.02414541,-.66769581,-1.0695141,-.65038592,1.871038,-1.8279746
"1014",101,1,1,0,"P5",-.0631599,1,0,0,0,0,1,10,"Fanti",6,2,0,"No","No",0,0,0,"No",0,"No",0,.2806078,-.59294787,-.49239976,.79005322,1,-1.8689312,-.83385339,.37547534,-.65038592,1.900146,-.01252952
"1015",101,1,1,0,"P5",-.0631599,1,0,0,0,0,1,13,"Fanti",7,2,1,"No","No",0,0,0,"No",0,"No",0,.494285,-.59294787,-.49239976,.79005322,1,.02414541,-.01021321,-1.3071116,-.40548831,-.29287015,-3.023953
"1016",101,1,1,0,"P5",-.0631599,1,0,0,0,0,1,13,"Fanti",6,2,2,"No","Yes",10,0,0,"No",0,"No",0,2.102743,-.59294787,-.49239976,-1.2650188,1,-.49885469,1.9831913,.66957587,.38104817,.47793789,-.3667259
"1017",101,1,1,0,"P5",-.0631599,1,0,0,0,0,1,12,"Other",2,1,0,"No","No",0,0,0,"No",0,"No",0,-3.262738,-.59294787,-.49239976,.79005322,1,1.736741,-2.1697754,-.10339095,-.65038592,-.44269272,.3416668
"1018",101,1,1,0,"P5",-.0631599,1,0,0,0,0,1,13,"Mamprusi",4,2,2,"No","Yes",2.6,0,0,"Yes",7,"No",0,-1.496977,-.59294787,-.49239976,-1.2650188,1,1.6339852,.64726938,.61970762,.13847078,-.42233775,.69586314
"1019",101,1,1,0,"P5",-.0631599,1,0,0,0,"Male",0,13,"Fanti",6,2,1,"No","Yes",10,0,0,"No",0,"No",0,.4100399,1.3917449,-.49239976,.79005322,1,-.60688013,-.45552053,.3925035,.32920449,.51462701,.69586314
"10110",101,1,1,0,"P5",-.0631599,1,0,0,0,"Male",0,12,"Fanti",8,2,2,"No","Yes",6.5,0,0,"No",0,"No",0,.4100399,-.59294787,-.49239976,.79005322,1,.02414541,1.9831913,-.41778042,.647249,.27438826,-3.7768088
"10111",101,1,1,0,"P5",-.0631599,1,0,0,0,"Male",0,12,"Fanti",7,2,2,"No","Yes",.9,0,0,"No",0,"No",0,-1.507652,-.59294787,-.49239976,-1.2650188,1,.02414541,.64726938,-.89594169,-.65038592,-.58267287,-.3667259
"10112",101,1,1,0,"P5",-.0631599,1,0,0,0,0,1,12,"Fanti",7,4,0,"No","No",0,0,0,"Yes",.9,"No",0,-.5184458,2.1661921,-.49239976,.79005322,1,.02414541,-1.1130031,.46123628,-.65038592,-.34091789,-.7209223
"10113",101,1,1,0,"P5",-.0631599,1,0,0,0,"Male",0,10,"Other",10,3,2,"No","Yes",.6,0,0,"Yes",.6,"No",0,1.269814,-.59294787,-.49239976,-1.2650188,1,.02414541,-.40950284,.66406225,-.6014064,-.44720771,.3416668
"10114",101,1,1,0,"P5",-.0631599,1,0,0,0,"Male",0,12,"Gurssi/Frafra",6,2,2,"No","Yes",4,0,0,"Yes",13,"No",0,.6368498,4.521638,-.49239976,.79005322,1,.02414541,1.537884,-.82363897,.08430689,.18912355,.3416668
"10115",101,1,1,0,"P5",-.0631599,1,0,0,0,0,1,11,"Fanti",8,1,0,"No","No",0,0,0,"Yes",7,"Yes",7,1.239901,-.59294787,-.49239976,.79005322,1,.02414541,-.66769581,-.2970385,-.16059071,-.51709298,1.0500595
"10116",101,1,1,0,"P5",-.0631599,1,0,0,0,0,1,12,"Ewe",4,1,1,"Yes","No",0,0,0,"No",0,"No",0,.4100399,.54491385,-.49239976,.79005322,1,-.60688013,-.01021321,-1.9441309,-.52793711,-.56732708,1.0500595
"10117",101,1,1,0,"P4",-.0631599,1,0,0,0,"Male",0,14,"Other",4,1,1,"No","Yes",4,0,0,"No",0,"No",0,-1.711109,-.59294787,-.49239976,-1.2650188,1,-.15633558,.88040142,.63297815,-.65038592,-.15105555,.3416668
"10118",101,1,1,0,"P4",-.0631599,1,0,0,0,"Male",0,10,"Fanti",6,1,0,"Yes","No",0,0,0,"Yes",5,"No",0,-1.229701,-.59294787,-.49239976,.79005322,1,.02414541,-.66769581,-.94522461,-.16059071,.08248184,.69586314
"10119",101,1,1,0,"P4",-.0631599,1,0,0,0,0,1,10,"Fanti",6,2,0,"No","No",0,0,0,"No",0,"No",0,2.018498,-.59294787,-.49239976,.79005322,1,.60642792,-.22238849,1.2190962,-.65038592,-.35460518,-.3667259
"10120",101,1,1,0,"P4",-.0631599,1,0,0,0,0,1,11,"Fanti",7,4,0,"No","No",0,0,0,"Yes",5.1,"No",0,-1.297042,1.683442,2.0297176,.79005322,1,.02414541,-2.1697754,.14841258,-.6014064,-.33626062,.3416668
"10121",101,1,1,0,"P4",-.0631599,1,0,0,0,0,1,11,"Fanti",4,1,0,"Yes","No",0,0,0,"No",0,"No",0,-.8812475,-.59294787,-.49239976,.79005322,1,-1.8689312,-2.1697754,-.58469605,-.65038592,-.54563185,-3.0684162
"10122",101,1,1,0,"P4",-.0631599,1,0,0,0,"Male",0,11,"Fanti",8,2,2,"Yes","Yes",6,0,0,"Yes",2.05,"No",0,1.751222,-.59294787,-.49239976,.79005322,1,-.84137379,-.40950284,-1.9399911,.48822675,1.9093183,1.0500595
"10123",101,1,1,0,"P4",-.0631599,1,0,0,0,0,1,11,"Fanti",3,2,2,"No","No",0,0,0,"No",0,"No",0,1.357581,-.59294787,2.0297176,-1.2650188,1,1.3257181,1.9831913,.46959818,.8189997,-.00253959,-.3667259
"10124",101,1,1,0,"P4",-.0631599,1,0,0,0,0,1,10,"Fanti",7,3,2,"No","No",0,0,0,"No",0,"No",0,.4100399,-.59294787,-.49239976,-1.2650188,1,.02414541,1.9831913,.62877654,-.65038592,-.15722905,-.7209223
"10125",101,1,1,0,"P4",-.0631599,1,0,0,0,"Male",0,9,"Fanti",4,2,0,"Yes","No",0,0,0,"No",0,"No",0,-.752711,-.59294787,-.49239976,.79005322,1,.02414541,-.66769581,-.30953057,.32920449,-.07097597,-4.1310052
"10126",101,1,1,0,"P4",-.0631599,1,0,0,0,0,1,10,"Fanti",5,1,0,"Yes","No",0,0,0,"No",0,"No",0,-1.506458,1.2352358,-.49239976,.79005322,1,-.60688013,.22291883,-1.4015916,-.56960194,-.28369788,-1.8724376
"10127",101,1,1,0,"P4",-.0631599,1,0,0,0,"Male",0,12,"Fanti",5,2,0,"Yes","Yes",5,0,0,"Yes",9,"No",0,.9756929,2.548996,-.49239976,.79005322,1,.02414541,.22291883,1.2713274,-.09698181,.12922298,-.76538538
"10128",101,1,1,0,"P4",-.0631599,1,0,0,0,"Male",0,10,"Fanti",4,2,1,"No","No",0,0,0,"Yes",2,"No",0,.4100399,-.59294787,-.49239976,-1.2650188,1,1.3257181,-.01021321,.6583463,-.37368386,-.4163402,.3416668
"10129",101,1,1,0,"P4",-.0631599,1,0,0,0,0,1,12,"Hausa",4,2,1,"No","Yes",5,0,0,"Yes",3,"No",0,1.239901,3.0870673,2.0297176,.79005322,1,1.736741,-.01021321,-.68857317,-.65038592,-.29287015,-.01252952
"10130",101,1,1,0,"P4",-.0631599,1,0,0,0,"Male",0,10,"Fanti",6,2,2,"Yes","No",0,0,0,"Yes",5,"No",0,-.3386441,.89007482,-.49239976,.79005322,1,.02414541,1.0925767,-.96757112,-.32597719,-.3120608,-.01252952
"10131",101,1,1,0,"P4",-.0631599,1,0,0,0,"Male",0,10,"Fanti",5,2,1,"No","No",0,0,0,"No",0,"No",0,.7584935,-.59294787,-.49239976,.79005322,1,.02414541,-.62167812,-2.1316257,-.16059071,-.43468476,-.01252952
"10132",101,1,1,0,"P4",-.0631599,1,0,0,0,0,1,11,"Other",11,2,2,"No","Yes",1,0,0,"No",0,"No",0,-1.029766,1.2390408,-.49239976,-1.2650188,1,.02414541,.20196206,1.248666,-.65038592,.32942194,-.01252952
"10133",101,1,1,0,"P4",-.0631599,1,0,0,0,0,1,14,"Nzema",4,2,2,"Yes","Yes",3,0,0,"No",0,"No",0,2.584151,-.59294787,-.49239976,.79005322,1,.02414541,.64726938,.38079809,-.65038592,.23769915,.3416668
"10134",101,1,1,0,"P4",-.0631599,1,0,0,0,0,1,12,"Fanti",6,2,0,"No","Yes",1,0,0,"Yes",4,"No",0,-.2508769,-.59294787,-.49239976,-1.2650188,1,-1.2379057,.66822615,-1.2339507,.46055929,.25586774,.69586314
"10135",101,1,1,0,"P4",-.0631599,1,0,0,0,0,1,12,"Fanti",7,2,2,"No","Yes",.9,0,0,"Yes",1,"No",0,.0133317,-.59294787,-.49239976,.79005322,1,-.60688013,1.537884,1.0349718,-.14850703,-.15606472,.3416668
"10136",101,1,1,0,"P4",-.0631599,1,0,0,0,"Male",0,13,"Hausa",5,2,1,"No","Yes",15,0,0,"No",0,"No",0,2.102743,-.59294787,-.49239976,.79005322,1,1.736741,-.01021321,.60282307,1.7985901,2.2731954,-.01252952
"10137",101,1,1,0,"P4",-.0631599,1,0,0,0,0,1,9,"Other",7,3,2,"No","Yes",6,0,0,"Yes",4.5,"No",0,-1.229701,-.59294787,2.0297176,.79005322,1,.02414541,.03580448,-1.4649985,-.40548831,.15761957,-.01252952
"10138",101,1,1,0,"P4",-.0631599,1,0,0,0,"Male",0,10,"Other",8,2,2,"No","No",0,0,0,"No",0,"No",0,-1.229701,-.59294787,-.49239976,.79005322,1,1.5654814,1.0925767,-.20252246,-.40548831,.04448613,-1.8279746
"10139",101,1,1,0,"P4",-.0631599,1,0,0,0,"Male",0,10,"Fanti",7,2,0,"No","No",0,0,0,"No",0,"No",0,1.751222,-.59294787,-.49239976,-1.2650188,1,.02414541,.66822615,.6583463,-.56165083,-.13271099,-1.8724376
"10140",101,1,1,0,"P4",-.0631599,1,0,0,0,"Male",0,9,"Asante",7,4,0,"No","No",0,0,0,"No",0,"No",0,-1.229701,2.2946712,-.49239976,.79005322,1,-1.8689312,-.66769581,.51766912,-.35778164,-.24365808,-.3667259
"1021",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban","Male",0,13,"Other",8,2,2,"No","No",0,1,0,"No",0,"No",0,1.53709,-.59294787,2.0297176,.79005322,1,.02414541,1.537884,1.0560796,-.6014064,-.35460518,.00651563
"1022",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban",0,1,12,"Fanti",6,2,2,"No","Yes",10,1,1,"Yes",20,"No",0,1.540612,-.59294787,2.0297176,.79005322,1,-.60688013,.20196206,-.05878621,-.16059071,.05249408,.8474979
"1023",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban","Male",0,12,"Fanti",6,2,1,"No","Yes",5,1,0,"No",0,"No",0,1.751222,-.59294787,-.49239976,-1.2650188,1,.02414541,-.01021321,-1.1131292,-.65038592,-.07097597,.42700678
"1024",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban",0,1,12,"Fanti",6,2,2,"No","No",0,1,0,"No",0,"No",0,2.018498,-.59294787,-.49239976,.79005322,1,-1.2379057,-1.3001175,.32195175,-.55242687,.42290422,.42700678
"1025",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban","Male",0,14,"Dangme",2,1,0,"No","No",0,1,0,"Yes",6,"Yes",6,.7072282,-.59294787,2.0297176,-1.2650188,1,1.1057155,.66822615,.78761049,-.35650878,1.3471701,.8474979
"1026",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban",0,1,11,"Fanti",5,1,0,"No","Yes",2.5,1,0,"Yes",5,"No",0,2.584151,-.59294787,-.49239976,-1.2650188,1,-.60688013,.22291883,.69165202,.32920449,-.02158794,.42700678
"1027",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban",0,1,12,"Other",6,2,1,"No","Yes",39,1,0,"Yes",100,"No",0,1.269814,-.59294787,-.49239976,-1.2650188,1,.57217599,-.01021321,.31407515,-.16059071,.00575294,.42700678
"1028",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban",0,1,13,"Ga",6,2,2,"Yes","No",0,1,1,"Yes",4,"No",0,2.584151,-.59294787,-.49239976,.79005322,1,.02414541,1.0925767,1.0095643,-.52793711,-.07097597,.42700678
"1029",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban","Male",0,12,"Ewe",6,2,1,"Yes","Yes",3,1,0,"Yes",20,"No",0,2.358948,-.59294787,2.0297176,-1.2650188,1,-.60688013,.43509411,-1.2097778,-.24646606,.21265324,-.41397549
"10210",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban","Male",0,13,"Gurssi/Frafra",7,2,2,"Yes","No",0,1,0,"No",0,"No",0,1.835467,-.59294787,-.49239976,-1.2650188,1,.02414541,.20196206,.57444564,-.25854975,.14174594,.42700678
"10211",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban",0,1,12,"Asante",6,2,0,"No","Yes",6,1,0,"Yes",7,"No",0,2.018498,-.59294787,-.49239976,-1.2650188,1,1.1057155,-.22238849,.56438673,-.06263165,.65397068,1.4042558
"10212",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban","Male",0,13,"Asante",6,2,2,"Yes","No",0,1,1,"No",0,"No",0,1.751222,-.59294787,2.0297176,-1.2650188,1,.13217085,.20196206,.47615978,-.40548831,.21265324,1.267989
"10213",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban",0,1,13,"Fanti",2,1,1,"No","Yes",100,1,0,"Yes",64.5,"No",0,1.835467,1.8836889,-.49239976,.79005322,1,1.736741,.43509411,1.0791457,.32920449,1.0635409,1.267989
"10214",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban","Male",0,14,"Ewe",5,1,1,"No","No",0,1,0,"Yes",3,"No",0,2.018498,-.59294787,-.49239976,-1.2650188,1,.02414541,-.01021321,-.27327554,2.0578085,-.26200264,1.267989
"10215",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban",0,1,13,"Asante",7,2,1,"No","No",0,1,0,"Yes",10,"No",0,1.53709,-.59294787,-.49239976,-1.2650188,1,-.60688013,-1.0669854,.78761049,-.35650878,.21265324,1.267989
"10216",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban","Male",0,15,"Fanti",4,2,2,"Yes","No",0,1,0,"Yes",12,"No",0,1.751222,-.59294787,-.49239976,-1.2650188,1,1.1057155,.64726938,.33160701,-.65038592,-.6691019,.00651563
"10217",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban","Male",0,14,"Ewe",3,1,1,"No","No",0,1,0,"Yes",20,"No",0,1.337155,-.59294787,2.0297176,.79005322,1,-.60688013,-1.0669854,.78761049,-.40548831,.29273282,-.41397549
"10218",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban","Male",0,13,"Fanti",8,2,2,"No","Yes",2,1,0,"Yes",12,"No",0,2.106265,-.59294787,-.49239976,.79005322,1,1.1057155,1.6165872,.26578222,-.40548831,-.22443378,-.32584908
"10219",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban","Male",0,14,"Asante",6,2,0,"No","No",0,1,0,"No",0,"No",0,2.018498,-.59294787,-.49239976,.79005322,1,-.60688013,-.22238849,.28272775,-.62589616,.63809705,.42700678
"10220",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban","Male",0,15,"Fanti",6,3,2,"Yes","Yes",4,1,0,"Yes",3,"No",0,.8462608,-.59294787,-.49239976,-1.2650188,1,-1.2379057,-.40950284,.69123916,-.16059071,.26768691,.42700678
"10221",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban","Male",0,12,"Dagomba",4,1,0,"No","Yes",16,1,0,"Yes",30,"No",0,1.635532,-.59294787,-.49239976,-1.2650188,1,1.736741,-.66769581,.6427439,-.65038592,.16926277,1.267989
"10222",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban",0,1,13,"Mamprusi",7,2,2,"No","No",0,1,0,"Yes",9,"No",0,-.8028145,-.59294787,-.49239976,-1.2650188,1,-.60688013,1.9831913,-.76981364,-.16059071,.21265324,.00651563
"10223",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban",0,1,15,"Fanti",6,2,2,"Yes","No",0,1,0,"Yes",3,"No",0,1.805555,-.59294787,-.49239976,.79005322,1,.02414541,1.0925767,1.085447,-.40548831,1.038495,-1.4991961
"10224",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban","Male",0,13,"Nzema",5,2,2,"No","Yes",.2,1,0,"Yes",5,"No",0,.4947396,-.59294787,-.49239976,-1.2650188,1,-1.2379057,.64726938,.62897888,-.24646606,-.2803472,.00651563
"10225",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban","Male",0,15,"Dagomba",7,2,0,"No","No",0,1,0,"Yes",8,"No",0,.3755275,-.59294787,-.49239976,.79005322,1,.02414541,-.22238849,1.0259245,-.20957024,.21265324,.42700678
"10226",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban",0,1,14,"Akyem",6,2,2,"Yes","No",0,1,0,"Yes",18,"No",0,1.805555,-.59294787,-.49239976,-1.2650188,1,.02414541,.64726938,-.17419829,.8189997,.35446784,.8474979
"10227",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban","Male",0,17,"Ewe",5,2,2,"Yes","No",0,1,0,"Yes",1,"No",0,1.357581,-.59294787,2.0297176,-1.2650188,1,.13217085,-1.3001175,-.10260429,-.40548831,-.39129429,-.41397549
"10228",102,0,1,0,"JHS1",-.235146,1,0,0,"Urban",0,1,12,"Krobo",3,2,1,"Yes","Yes",14,1,0,,,,,1.059204,-.59294787,-.49239976,.79005322,1,-.60688013,.88040142,.78761049,-.16059071,-.09602188,.00651563
"10229",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban","Male",0,13,"Gurssi/Frafra",7,2,1,"No","Yes",13,1,0,"Yes",10,"No",0,1.805555,-.59294787,2.0297176,-1.2650188,1,-.60688013,-.45552053,-.59410974,.32920449,.21265324,.00651563
"10230",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban","Male",0,11,,5,2,2,"No","Yes",5,1,0,"No",0,"No",0,1.324147,.37416275,-.49239976,-1.2650188,1,.47468995,1.0925767,1.1323669,-.16059071,.05002315,.00651563
"10231",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban","Male",0,12,"Fanti",7,2,0,"No","Yes",8,1,0,"No",0,"No",0,1.273336,-.59294787,-.49239976,-1.2650188,1,1.736741,-.66769581,1.2248122,-.49136366,.00910361,.00651563
"10232",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban",0,1,12,"Akyem",5,2,2,"No","No",0,1,0,"Yes",18,"No",0,2.584151,-.59294787,-.49239976,.79005322,1,.02414541,.64726938,1.169228,.32920449,.63809705,2.1089711
"10233",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban","Male",0,15,"Akwapim",2,2,1,"No","Yes",15,1,0,"Yes",5,"No",0,1.53709,-.59294787,-.49239976,.79005322,1,-.60688013,-.01021321,.68904465,-.65038592,.7615671,.00651563
"10234",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban",0,1,11,"Fanti",5,1,1,"No","No",0,1,1,"No",0,"No",0,2.316875,-.59294787,-.49239976,-1.2650188,1,.02414541,-.45552053,1.2380217,2.0578085,.45373804,.00651563
"10235",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban","Male",0,14,"Fanti",8,2,2,"No","No",0,1,0,"Yes",209,"No",0,-.3794076,-.59294787,-.49239976,.79005322,1,-.60688013,.20196206,.78761049,-.65038592,.63809705,.00651563
"10236",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban",0,1,13,"Asante",2,1,1,"No","No",0,1,0,"Yes",5,"No",0,1.337155,-.59294787,-.49239976,-1.2650188,1,.02414541,.43509411,.51629613,-.30752928,-.07097597,.42700678
"10237",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban","Male",0,14,"Fanti",11,2,2,"Yes","No",0,1,0,"No",0,"No",0,.791928,-.54262985,-.49239976,.79005322,1,.02414541,1.0925767,.62698969,-.65038592,-.3115666,1.267989
"10238",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban",0,1,13,"Mamprusi",7,2,2,"No","Yes",7,1,1,"Yes",7,"No",0,1.357581,-.59294787,-.49239976,-1.2650188,1,.02414541,.64726938,1.1954447,-.40548831,-.07097597,-.57008737
"10239",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban",0,1,14,,7,2,1,"No","No",0,1,0,"Yes",23,"No",0,-.8165299,-.59294787,-.49239976,-1.2650188,1,.02414541,-.01021321,-1.2724604,-.16059071,.63809705,1.267989
"10240",102,1,1,0,"JHS1",-.235146,1,0,0,"Urban","Male",0,12,"Asante",6,3,2,"No","No",0,1,0,"Yes",64,"No",0,1.751222,-.59294787,-.49239976,-1.2650188,1,-1.8689312,1.0925767,.72950303,.4754983,.07083864,.00651563
"1031",103,1,1,0,"JHS1",-.3818402,1,0,0,"Urban","Male",0,14,"Other",8,2,1,"No","Yes",9.5,0,0,"Yes",2,"No",0,,-.59294787,-.49239976,.79005322,1,.02414541,-.01021321,.56171839,-.65038592,-.07097597,.42700678
"1032",103,0,1,0,"JHS1",-.3818402,1,0,0,"Urban",0,1,12,"Fanti",3,2,2,"No","Yes",4,0,0,,,,,.5789847,-.59294787,-.49239976,-1.2650188,1,.02414541,1.0925767,.66323254,-.22801815,1.4723996,-2.2520519
"1033",103,1,1,0,"JHS1",-.3818402,1,0,0,"Urban",0,1,14,"Ga",7,2,2,"Yes","Yes",5,0,0,"Yes",2,"No",0,1.793295,-.59294787,-.49239976,-1.2650188,1,.02414541,1.9831913,.43586814,-.65038592,-.31456539,.8474979
"1034",103,1,1,0,"JHS1",-.3818402,1,0,0,"Urban","Male",0,12,"Other",8,2,1,"No","No",0,0,0,"No",0,"No",0,-1.229701,-.59294787,-.49239976,.79005322,1,.02414541,-.01021321,.73834924,-.65038592,-.28369788,.42700678
"1035",103,1,1,0,"JHS1",-.3818402,1,0,0,"Urban",0,1,15,"Other",7,2,2,"No","Yes",5,0,0,"No",0,"No",0,.5667253,2.649652,-.49239976,.79005322,1,.02414541,-.40950284,.33829229,-.16059071,-.18442768,.8474979
"1036",103,1,1,0,"JHS1",-.3818402,1,0,0,"Urban","Male",0,12,"Fanti",3,2,2,"Yes","Yes",6,0,0,"Yes",5,"No",0,1.239901,-.59294787,-.49239976,.79005322,1,.88044322,1.537884,.27168085,-.16059071,-.35460518,.8474979
"1037",103,1,1,0,"JHS1",-.3818402,1,0,0,"Urban","Male",0,11,"Fanti",6,2,0,"No","No",0,0,0,"Yes",19,"No",0,.7584935,-.59294787,-.49239976,.79005322,1,1.3942219,-1.1130031,.24368642,-.65038592,-.07097597,.00651563
"1038",103,1,1,0,"JHS1",-.3818402,1,0,0,"Urban",0,1,16,"Fanti",6,2,1,"Yes","No",0,0,0,"Yes",0,"No",0,1.751222,2.1882606,2.0297176,-1.2650188,1,.02414541,-.45552053,-.96810071,.8189997,.28356054,-.83446664
"1039",103,1,1,0,"JHS1",-.3818402,1,0,0,"Urban",0,1,12,"Other",6,2,2,"Yes","No",0,0,0,"No",0,"No",0,2.358948,-.59294787,-.49239976,.79005322,1,1.736741,-.85481016,.45689332,-.40548831,.21265324,-.41397549
"10310",103,1,1,0,"JHS1",-.3818402,1,0,0,"Urban","Male",0,15,"Fanti",5,1,1,"Yes","Yes",20,0,0,"Yes",5,"No",0,.7584935,-.59294787,-.49239976,-1.2650188,1,1.2229623,1.3257087,.8784804,-.06517736,-.38547269,-.83446664
"10311",103,1,1,0,"JHS1",-.3818402,1,0,0,"Urban","Male",0,13,"Fanti",6,1,0,"No","Yes",7,0,0,"Yes",6.5,"No",0,.5585584,1.5048644,-.49239976,-1.2650188,1,-.60688013,-.66769581,-.31256125,-.16059071,.11839221,-.41397549
"10312",103,1,1,0,"JHS1",-.3818402,1,0,0,"Urban","Male",0,19,"Ewe",8,2,1,"No","Yes",9,0,0,"Yes",450,"No",0,.5332909,1.7614756,-.49239976,.79005322,1,.02414541,.43509411,.76096739,-.65038592,.92172626,.42700678
"10313",103,1,1,0,"JHS1",-.3818402,1,0,0,"Urban",0,1,13,"Fanti",5,1,1,"Yes","Yes",1,0,0,"Yes",1,"No",0,.494285,-.59294787,-.49239976,.79005322,1,-1.2379057,1.3257087,.42304158,-.35650878,.20013029,-.74634023
"10314",103,1,1,0,"JHS1",-.3818402,1,0,0,"Urban","Male",0,19,"Nzema",3,1,1,"No","Yes",6,0,0,"Yes",3,"No",0,2.018498,2.111362,-.49239976,.79005322,1,.02414541,.43509411,.31720613,.32284027,.35446784,.8474979
"10315",103,1,1,0,"JHS1",-.3818402,1,0,0,"Urban","Male",0,13,"Fanti",7,1,1,"No","Yes",1,0,0,"Yes",0,"No",0,1.596143,-.59294787,2.0297176,.79005322,1,1.736741,.43509411,.333364,-.16059071,-.07097597,.8474979
"10316",103,1,1,0,"JHS1",-.3818402,1,0,0,"Urban","Male",0,13,"Fanti",7,2,1,"No","No",0,0,0,"Yes",4,"No",0,1.526019,-.59294787,-.49239976,.79005322,1,1.736741,.43509411,.28480777,-.65038592,-.32373767,.8474979
"10317",103,1,1,0,"JHS1",-.3818402,1,0,0,"Urban","Male",0,14,"Fanti",7,2,0,"Yes","No",0,0,0,"Yes",2,"No",0,-.2713031,-.59294787,-.49239976,.79005322,1,.02414541,-.66769581,.48611939,-.65038592,-.14188327,.00651563
"10318",103,1,1,0,"JHS1",-.3818402,1,0,0,"Urban","Male",0,13,"Fanti",8,1,0,"Yes","No",0,0,0,"No",0,"No",0,-.5385792,1.8121116,-.49239976,.79005322,1,1.0517028,-1.1130031,.10474557,-.16059071,-.35460518,.42700678
"10319",103,1,1,0,"JHS1",-.3818402,1,0,0,"Urban","Male",0,15,"Fanti",5,1,0,"No","No",0,0,0,"No",0,"No",0,2.018498,-.59294787,-.49239976,.79005322,1,.02414541,-1.1130031,-.26782262,-.65038592,-.42551248,-.41397549
"10320",103,1,1,0,"JHS2",-.3818402,1,0,0,"Urban",0,1,18,"Fanti",5,2,1,"Yes","No",0,0,0,"No",0,"No",0,1.540612,-.59294787,2.0297176,-1.2650188,1,.02414541,-.01021321,.68904465,.97165773,.77991166,1.267989
"10321",103,1,1,0,"JHS1",-.3818402,1,0,0,"Urban","Male",0,11,"Nzema",8,2,2,"Yes","No",0,0,0,"No",0,"No",0,2.018498,-.59294787,-.49239976,.79005322,1,.02414541,.20196206,.40728838,-.65038592,-.20361829,-.41397549
"10322",103,1,1,0,"JHS1",-.3818402,1,0,0,"Urban",0,1,15,"Fanti",5,1,0,"No","Yes",10,0,0,"Yes",5,"No",0,-.2713031,-.59294787,-.49239976,.79005322,1,.88044322,-1.1130031,-.04526383,-.16059071,.63809705,.42700678
"10323",103,1,1,0,"JHS1",-.3818402,1,0,0,"Urban",0,1,15,"Other",4,1,0,"No","No",0,0,0,"No",0,"No",0,-1.316328,-.59294787,2.0297176,.79005322,1,.02414541,-.22238849,1.0231568,-.65038592,.21265324,.42700678
